data_136,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
data_137,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
data_139,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
data_143,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
data_144,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
data_149,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
data_150,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
data_153,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
data_154,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
data_156,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
data_157,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
data_159,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
data_160,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
data_167,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
data_172,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
data_173,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
data_176,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
data_181,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
data_184,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
data_188,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
data_191,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
data_195,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
data_196,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
data_197,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1
data_206,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
data_209,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1
data_210,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
data_212,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1
data_214,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
data_216,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
data_217,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
data_222,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
data_223,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
data_224,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
data_227,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
data_239,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
data_241,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
data_249,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
data_253,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
data_258,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
data_261,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
data_264,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
data_270,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
data_273,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
data_274,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
data_275,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
data_286,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
data_289,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
data_290,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
data_297,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
data_300,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
data_308,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
data_313,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
data_316,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
data_324,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
data_326,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
data_332,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
data_337,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
data_344,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
data_346,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
data_352,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
data_361,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
data_362,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
data_366,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
data_377,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
data_379,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
data_383,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
data_385,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
data_387,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
data_392,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1
data_398,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
data_400,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
data_402,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
data_403,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
data_404,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
data_408,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
data_409,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
data_414,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
data_415,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1
data_416,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
data_426,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
data_428,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
data_430,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
data_432,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1
