data_111,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
data_116,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
data_117,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
data_120,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1
data_125,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
data_126,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
data_127,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
data_130,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1
data_134,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
data_136,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
data_139,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
data_145,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
data_148,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
data_149,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
data_156,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
data_162,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
data_164,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
data_166,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
data_167,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
data_169,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
data_172,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
data_175,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
data_179,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
data_184,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
data_185,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
data_186,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
data_188,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
data_190,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
data_192,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
data_197,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
data_200,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
data_201,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
data_205,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
data_213,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
data_214,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
data_215,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
data_217,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
data_220,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
data_222,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
data_223,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
data_224,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
data_225,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
data_228,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
data_229,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
data_233,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
data_235,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
data_236,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
data_240,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
data_241,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
data_242,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
data_246,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
data_249,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
data_253,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
data_254,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
data_256,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
data_258,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
data_259,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
data_263,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1
data_266,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
data_267,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1
data_269,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
data_272,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
data_273,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
data_275,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
data_278,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
data_285,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
data_286,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
data_288,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
data_295,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
data_298,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
data_300,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
data_302,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
data_303,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
data_304,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
data_305,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
data_306,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
data_308,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
data_310,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
data_313,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
data_316,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
data_317,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
data_318,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
data_319,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0
data_320,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1
data_323,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1
data_330,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1
data_331,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
data_332,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
data_336,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
data_338,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
data_340,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1
data_341,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
data_342,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
data_346,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
data_347,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
data_353,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
data_355,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
data_357,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
data_358,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
data_361,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
data_364,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
data_365,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
data_366,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
data_369,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
data_371,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
data_372,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
data_374,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
data_377,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1
data_382,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
data_384,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
data_385,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
data_387,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
data_389,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
data_390,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1
data_398,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
data_409,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
data_417,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1
data_419,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
data_421,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
data_422,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
data_425,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
data_427,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
data_432,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
